Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","27,110","27,231","26,611","25,760","30,858","27,060","23,796","24,552","21,761","18,546","15,942","17,486","4.77%"
"YoY %","-0.44%","2.33%","3.30%","-16.52%","14.04%","13.72%","-3.08%","12.83%","17.34%","16.33%","-8.83%","-",""
"Horiz. %","155.04%","155.73%","152.18%","147.32%","176.47%","154.75%","136.09%","140.41%","124.45%","106.06%","91.17%","100.00%",""
"PBT","5,696","5,746","5,928","5,538","6,345","5,996","6,137","4,607","3,808","4,173","1,844","1,908","13.41%"
"YoY %","-0.87%","-3.07%","7.04%","-12.72%","5.82%","-2.30%","33.21%","20.98%","-8.75%","126.30%","-3.35%","-",""
"Horiz. %","298.53%","301.15%","310.69%","290.25%","332.55%","314.26%","321.65%","241.46%","199.58%","218.71%","96.65%","100.00%",""
"Tax","-1,482","-1,736","-1,776","-1,526","-1,393","-1,296","-957","-1,184","-1,252","-1,067","-826","-884","8.06%"
"YoY %","14.63%","2.25%","-16.38%","-9.55%","-7.48%","-35.42%","19.17%","5.43%","-17.34%","-29.18%","6.56%","-",""
"Horiz. %","167.65%","196.38%","200.90%","172.62%","157.58%","146.61%","108.26%","133.94%","141.63%","120.70%","93.44%","100.00%",""
"NP","4,214","4,010","4,152","4,012","4,952","4,700","5,180","3,423","2,556","3,106","1,018","1,024","16.82%"
"YoY %","5.09%","-3.42%","3.49%","-18.98%","5.36%","-9.27%","51.33%","33.92%","-17.71%","205.11%","-0.59%","-",""
"Horiz. %","411.52%","391.60%","405.47%","391.80%","483.59%","458.98%","505.86%","334.28%","249.61%","303.32%","99.41%","100.00%",""
"NP to SH","4,076","3,966","4,179","3,998","4,890","4,699","5,147","3,350","2,440","3,053","1,069","1,058","16.48%"
"YoY %","2.77%","-5.10%","4.53%","-18.24%","4.06%","-8.70%","53.64%","37.30%","-20.08%","185.59%","1.04%","-",""
"Horiz. %","385.26%","374.86%","394.99%","377.88%","462.19%","444.14%","486.48%","316.64%","230.62%","288.56%","101.04%","100.00%",""
"Tax Rate","26.02    %","30.21    %","29.96    %","27.56    %","21.95    %","21.61    %","15.59    %","25.70    %","32.88    %","25.57    %","44.79    %","46.33    %","-4.73%"
"YoY %","-13.87%","0.83%","8.71%","25.56%","1.57%","38.61%","-39.34%","-21.84%","28.59%","-42.91%","-3.32%","-",""
"Horiz. %","56.16%","65.21%","64.67%","59.49%","47.38%","46.64%","33.65%","55.47%","70.97%","55.19%","96.68%","100.00%",""
"Total Cost","22,896","23,221","22,459","21,748","25,906","22,360","18,616","21,129","19,205","15,440","14,924","16,462","3.51%"
"YoY %","-1.40%","3.39%","3.27%","-16.05%","15.86%","20.11%","-11.89%","10.02%","24.38%","3.46%","-9.34%","-",""
"Horiz. %","139.08%","141.06%","136.43%","132.11%","157.37%","135.83%","113.08%","128.35%","116.66%","93.79%","90.66%","100.00%",""
"Net Worth","57,960","57,960","57,960","55,439","55,439","52,919","45,372","42,840","40,511","40,428","35,233","30,078","7.56%"
